ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
9121,Thousand Lights,Chennai,Mamagoto,900,4.3,100,"Chinese,Asian,Pan-Asian,Thai,Oriental",Nugambakkam,55
9127,Nungambakkam,Chennai,Eatza Pizza,600,4.1,20,"Italian,Pizzas",Nugambakkam,58
9215,Bidhannagar,Kolkata,Veg Dhaba,100,4,100,"North Indian,Indian,Combo,Chinese,Healthy Food",Salt Lake,58
9235,Kasba,Kolkata,Glace Patisserie,250,4.4,100,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68
9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250,4.4,100,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55
9292,Murad Nagar,Hyderabad,Food Zone 2,300,4,500,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,46
9304,Redhills,Hyderabad,Rayalaseema Ruchulu,450,4,500,"South Indian,Biryani,Rayalaseema",Lakdikapul,39
9317,Andheri East,Mumbai,Food Rush,550,4,500,"Mughlai,North Indian,Chinese",Andheri East,52
9344,Vadapalani,Chennai,King Sandwich,200,4.3,100,Fast Food,Kodambakkam,71
9368,Alwarpet,Chennai,Sachin Ka Dhabba,500,4.1,50,"Punjabi,North Indian,Chinese",Cenetoph Road,69
9371,Mohammed Wadi,Pune,Big Daddy'S,250,4.1,1000,"Fast Food,American,Italian,Beverages",Nibm Road,70
9390,Garfa,Kolkata,Maa Trinayani,200,4.2,100,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88
9415,Ashok Nagar,Bangalore,Smoor,300,4.3,100,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49
9454,Kothrud,Pune,Cafe Eastwood,700,4.4,50,"North Indian,Continental",Chintamani Pride Near Citypride,58
9476,Kondhwa,Pune,Jazz Pizza,300,3.9,20,"Italian,Pizzas,Fast Food",Nibm Road,72
9502,T. Nagar,Chennai,10 Downing Street,1000,4,20,"Indian,Continental,Tandoor",T- Nagar,77
9577,Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300,2.9,80,"North Indian,Mexican,Continental,Italian",Andheri East,59
9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250,4,100,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53
9755,Pitam Pura,Delhi,Shake Square,250,3.9,50,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50
9757,Pitam Pura,Delhi,Shut Up & Eat,250,4.1,100,Indian,Nsp,27
9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500,4.4,100,Bengali,Near Rupbani Cinema,43
9781,Bhowanipore,Kolkata,Bikers Cafe,1100,4.2,100,"Italian,Desserts,Continental",Near Forum Mall,65
9782,Bidhannagar,Kolkata,Legacy Of China,400,4.1,100,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80
9786,East Kolkata Township,Kolkata,Royal Jade,450,4.5,500,Chinese,Near Siemens,76
9850,Thousand Lights,Chennai,The Marina,1500,4.4,100,Seafood,Nugambakkam,49
9862,Santacruz East,Mumbai,Pizza Hut,300,3.8,500,"Pizzas,Fast Food",Bkc,33
9883,Vadapalani,Chennai,Hotel Pandia'S,400,4.2,1000,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77
9911,Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000,4.2,100,"Italian,Salads,Healthy Food,French",Cbd,33
9923,Thousand Lights,Chennai,Bombay Brasserie,900,4.3,100,Indian,Nugambakkam,48
9932,Mylapore,Chennai,Kaidi Kitchen,900,4.5,100,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese",Bishop Wallers Avenue,63
9979,South Kolkata,Kolkata,Chopstick - Ballygunge,400,3.7,100,Chinese,South Kolkata,64
9984,Lake Town,Kolkata,Chennai Xpress,300,4.1,500,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74
10062,Somajiguda,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52
10085,Murad Nagar,Hyderabad,Bakers Street,250,4.2,500,Bakery  Continental,Gudimalkatur Road,49
10094,Pulikeshi Nagar,Bangalore,Delicacy,400,4.2,500,"Chinese,Thai",Cox Town,56
10113,Anna Nagar,Chennai,Coco Jaunt 1728,500,4.3,50,"Bakery,Cafe",4Th Main Road,68
10178,Kilpauk,Chennai,Parfait Cakes N Bakes,300,3.5,20,"Bakery,Desserts",Manikeshwari Road,49
10186,Kilpauk,Chennai,Wangs Kitchen,350,4.1,100,"Chinese,Fast Food,Asian",Kellys,46
10208,Rohini,Delhi,Burger King,350,4.3,1000,"American,Fast Food",D Mall Twin District Center,35
10212,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400,4.4,100,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo",Brigade Road,35
10238,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39
10275,Anna Nagar,Chennai,Kim Ling,800,4.4,500,Chinese,Teja Tower,64
10285,Rohini,Delhi,Bombay Indianese Treat,300,2.9,80,Chinese,Prashant Vihar,61
10298,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200,3.8,100,"Chinese,Fast Food,North Indian",Sector 7,36
10312,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400,4.1,100,"North Indian,Beverages",Sector 8,36
10323,Prashant Vihar Rohini,Delhi,Subway,350,4.1,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Fun City Mall Prashant Vihar,53
10327,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250,4,100,"North Indian,Chinese",Sector 14,48
10336,Rohini,Delhi,Chit Chat,300,4.3,20,"North Indian,Chinese",Dda Market Sector 13,50
10362,Shyam Bazar,Kolkata,Aminia- Hatibagan,500,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Near Northland Nursing Home,50
10367,Shyam Bazar,Kolkata,Pizza Hut,350,4.1,1000,Fast Food  Pizzas,Shyambazar (218),49
10376,Jodhpur Park,Kolkata,Hanglaatherium,350,4.3,500,"Biryani,Indian",Near Sanhati Park,84
10389,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400,4.2,100,Indian,Prashant Vihar,57
10475,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,"Ice Cream,Desserts",Adikmet Vidyanagar,42
10485,Visharant Wadi,Pune,Rk Pure Veg,300,3.8,500,"Mughlai,North Indian,Chinese",Tingre Nagar,62
10502,Visharant Wadi,Pune,Afc American Fried Chicken,300,4,100,Fast Food,Vishrantwadi Chowk,65
10522,Park Street Area,Kolkata,Flurys Park Street,1000,4.5,100,Continental,Park Street,45
10525,Ballygunge,Kolkata,The Wall,1300,4.1,100,"Chinese,Seafood,Thai,Japanese",Southern Avenue,75
10537,Mylapore,Chennai,Grill Box,600,4.3,100,"Tandoor,North Indian,Chinese,South Indian",Rk Salai,58
10549,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150,4.2,100,"Street Food,Desserts,Sweets",Bkc,43
10575,Langford Gardens,Bangalore,Pizza Hut,600,3.8,100,"Pizzas,Fast Food",O'Shngness Road,36
10601,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000,4.5,100,Bengali,Ballygunge,71
10730,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200,3.7,20,"Chinese,Biryani,North Indian",Road No 6,82
10731,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700,4.3,1000,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,Near 7 Point Crossing,51
10750,Lakdikapul,Hyderabad,Shahji Ka Dhaba,400,4.3,100,"North Indian,Chinese",Veer Nagar,44
10806,Andheri East,Mumbai,Gurukripa,500,4.3,100,North Indian  Chinese  Seafood,Thunga Village,50
10834,T. Nagar,Chennai,Basil With A Twist,1500,4.1,50,"Continental,European,Salads,Italian",Habibullah Road,63
10847,Gultekdi,Pune,Kaveri,500,4.2,100,"Maharashtrian,Punjabi,Seafood",Market Yard,52
10852,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300,3.9,500,"North Indian,Indian,Biryani,Chinese,Punjabi",S.No. 181,76
10855,Ballygunge,Kolkata,Wise Owl Steak House,1000,4,50,"Continental,European",Purna Das Road Hindustan Park,75
10951,Mumbai,Mumbai,Hanuman Restaurant,700,4.5,100,"Street Food,North Indian,Chinese,South Indian,Fast Food",Near Cinemax,45
10972,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400,4.4,20,North Indian  Chinese,Chakala,59
11043,Alwarpet,Chennai,Truly Scrumptious,350,4.5,50,"Ice Cream,Desserts,Bakery",Ra Puram,69
11051,Kodambakkam,Chennai,Midnight Masala,300,3.8,50,"North Indian,Chinese,Biryani",Arcot Road,73
11092,Banjara Hills,Hyderabad,Karachi Bakery Banjara,200,4.1,1000,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages",Road No 1,56
11162,Dilsukhnagar,Hyderabad,Desi Pizza,200,3.9,20,Pizzas,P And T Colony Road,50
11188,Bibwewadi,Pune,Khushboo,500,4.3,50,"North Indian,Chinese,Fast Food",Kondhwa,56
11316,Anna Nagar,Chennai,Mainland China,850,4.3,500,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",5Th Avenue,72
11322,Kodambakkam,Chennai,Kairali Kerala Mess,200,4.1,500,Kerala,Voc Main Road,77
11510,Khar West,Mumbai,Cairo Grill,400,3.8,20,Lebanese  Middle Eastern,3Rd Road,52
11553,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500,4.2,500,"Biryani,North Indian,Chinese",Habsiguda Circle,58
11615,Park Street Area,Kolkata,The 6 Russell Street,300,3.8,500,"Street Food,Chinese",Near Maidan Metro Station,54
11723,Gandhi Nagar,Chennai,Swiss Hutte,1200,2.9,80,"Mediterranean,Seafood,Thai",Greams Road,50
11834,Punjabi Bagh,Delhi,Grillz N Gravy,500,2.9,80,"Chinese,Mughlai,Indian",Club Road,69
11858,Ballygunge,Kolkata,The Corner Courtyard,1100,3.6,20,"Italian,Continental",Sarat Bose Road Near Hazra,73
11929,Chembur,Mumbai,Blisss,300,4.3,100,Desserts  Fast Food  Bakery,Central Avenue Road,43
11941,Chembur,Mumbai,The Golden Wok,1200,4.2,50,"Chinese,Seafood",Sion Trombay Road,48
11943,Chembur,Mumbai,Singh Saab,600,4.1,1000,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill",Rc Marg,50
12020,Sector 11 Rohini,Delhi,U.S. Burger Point,200,3.7,50,Italian,Near Himalya Public School Sector 7,56
12046,Himayatnagar,Hyderabad,Subway,350,4.3,500,"Fast Food,Salads,Snacks,Desserts,Beverages",Himayath Nagar Road,33
12054,Wanowrie,Pune,The Garage Grill,400,4.3,100,"Mughlai,Street Food",Salunkhe Vihar Road,67
12181,Kasba Peth,Pune,Coconut Grove,1000,2.9,80,"Chettinad,North Indian,Mangalorean,Seafood",Ambedkar Bhavan Station Road,37
12401,Ashok Nagar,Bangalore,Portland Steak House,1500,4.1,50,"American,European",Off Mg Road,45
12434,Mumbai,Mumbai,J.J Jalebi,100,3.6,500,"Desserts,Sweets",Lbs Marg,25
12457,Park Street Area,Kolkata,Flavours Of China,1000,4.5,100,"North Indian,Chinese",Park Street,67
12458,Park Street Area,Kolkata,One Step Up,800,4.6,100,Continental,Park Street,61
12468,Mylapore,Chennai,The Brew Room,700,4.7,50,Continental,Rk Salai,56
12614,Royapettah,Chennai,Hotel Millath,350,4.4,100,"Chinese,South Indian",West Cott Road,43
12624,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300,4.7,500,"Ice Cream,Desserts",Wallace Garden,36
12785,Sector 10 Rohini,Delhi,Pind Balluchi,400,3.8,100,"Mughlai,North Indian",Metro Walk Mall,40
12952,Ballygunge,Kolkata,Zeeshan Park Circus,400,4.1,500,"Desserts,Mughlai,Indian,Tandoor",Near 7 Point Crossing,63
12953,College Square,Kolkata,Food Station College Street,500,4.5,50,Indian  Chinese  South Indian  Continental,Opp. Medical College Gate No. 1,39
13008,Anna Nagar,Chennai,Pantry D'Or,850,4.2,100,"Italian,Continental",6Th Avenue Main Road,65
13079,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400,4.2,50,"North Indian,Chinese",Bt Market Opp. Axis Bank,64
13103,Sector 10 Rohini,Delhi,Berco'S,600,4.1,100,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian",Metro Walk Mall,39
13179,Kothapet,Hyderabad,Kritunga Restaurant,500,4,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Dilsukhnagar Main Road,49
13219,Koramangala,Bangalore,Bistro Oui,800,4.2,100,Continental,5Th Block,59
13320,Nungambakkam,Chennai,Kumarakom,450,4.3,500,"North Indian,Chinese,Kerala",Parsn Complex,57
13434,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300,3.9,5000,"Biryani,North Indian,Chinese",Owaisi Pura,46
13488,Alwarpet,Chennai,Frootster,150,4.1,100,"Healthy Food,Fast Food,Beverages",Cp Ramasaway,63
13500,Gopalapuram,Chennai,Mandarin Chinese Restaurant,350,4,500,Chinese,Gopalapuram,55
13506,Thousand Lights,Chennai,Rangi'S,500,4.3,100,Chinese,Nungumbakkam,53
13552,Banjara Hills,Hyderabad,Shadab Go,500,4.1,1000,"North Indian,Biryani,Chinese",Road No 3,68
13571,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,54
13578,Bidhannagar,Kolkata,The Sonnet,1200,2.9,80,"Indian,Chinese,Continental",Near Isl Hospital,67
13713,Thousand Lights,Chennai,Little Italy,1200,4.3,500,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Wallace Garden,48
13806,Santacruz East,Mumbai,Mr. Chows,800,4.4,100,"Chinese,Asian,Thai,Seafood",Bkc,41
13940,Himayatnagar,Hyderabad,Eagles Pizza,150,3.7,500,Pizzas,Himayathnagar Road,32
14002,Jayamahal,Bangalore,Five Star Chicken,300,4.3,50,Biryani,Jayamahal Extension,46
14017,Thousand Lights,Chennai,Haagen Dazs,500,4.2,50,"Ice Cream,Desserts",Palavakkam,47
14107,Alwarpet,Chennai,Cafe De Paris,500,2.9,80,Continental,Alwarpet,69
14108,Alwarpet,Chennai,Sushi In A Box,1500,4.4,100,Japanese,Alwarpet,64
14133,New Alipore,Kolkata,New Punjabi Hotel Ajanta,300,4.2,1000,"North Indian,Chinese",Opp Ajanta Cinema,86
14160,Kondhwa,Pune,Shee Chinese,400,4.3,100,"Chinese,Asian,Thai",Kubera Park Lullanagar,59
14333,Andheri East,Mumbai,Cafe Coffee Day,300,3.9,50,Beverages  Snacks  Desserts,Gokul Regency,61
14725,Chetpet,Chennai,Le Wrap Factorie,200,4.4,20,"Mexican,Continental",Chetpet,57
14894,Madhura Nagar,Hyderabad,Rk Sweets And Juices,200,4.2,50,Sweets  Desserts  Bakery  Beverages,Madhuranagar,63
14920,Mylapore,Chennai,Pedreno'S,1000,4.1,20,"Italian,Italian-American,American",Rk Salai,60
14941,Aminjikarai,Chennai,Cafe Toastie Express,250,4.2,20,Fast Food,Nelson Manickam Road,66
15012,Lake Town,Kolkata,The Pind Punjabi Dhaba,500,4.3,500,"Punjabi,North Indian,Tandoor,Biryani,Combo",Near Reiance Fresh,75
15071,Wanowrie,Pune,The Fat And The Sexy Chef,500,3.9,20,"American,Mexican",Kedari Petrol Pump,78
15083,Wadgaon Sheri,Pune,The Bohemian Kitchen,300,4.5,100,"American,Italian,Fast Food",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73
15089,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Dahanukar Colony,73
15092,Anand Nagar,Pune,Pizza & Soup,500,2.9,80,"Italian,Pizzas,Fast Food",Anand Nagar,65
15121,Kothrud,Pune,Sudit Su'S Chinese,350,4,100,Chinese,Dahanukar Colony,59
15234,Paschim Vihar,Delhi,Hong Kong Express,450,4.3,100,"Chinese,Thai",Avtar Enclave Paschim Vihar,50
15265,Beleghata,Kolkata,Bake O Cake,400,4.2,100,"Bakery,Continental,Fast Food,Desserts",Subhash Sarovar Park,49
15268,Bhowanipore,Kolkata,The Country House,500,4.3,100,Continental  Italian  Fast Food  Beverages  Desserts,Near Forum Mall,57
15287,Andheri East,Mumbai,Punjab Depot,249,3.9,1000,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo",Marolsakinaka,48
15367,Chembur,Mumbai,Art House - The Fern Residency,800,2.9,80,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,Chembur,48
15372,Sion,Mumbai,Central Peninsula,400,4.4,100,"North Indian,Chinese,South Indian",Sion Circle,47
15409,Dum Dum,Kolkata,Noodle Oodle,600,4.1,100,Chinese,Opposite Diamond Plaza Mall,83
15420,Elgin,Kolkata,Handa'S Restaurant,300,3,20,Indian  Chinese  Fast Food,Near Park Clinic,50
15553,Poongavanapuram,Chennai,Anjappar,600,4,50,"North Indian,Chinese,Chettinad,South Indian,Seafood",Egmore,34
15567,Egmore,Chennai,Ponnusamy Hotel,600,4.2,100,"Biryani,South Indian,Tandoor",Ethiraj Salai,38
15617,Yerawada,Pune,Exotica,1100,4.1,20,"North Indian,Chinese,Mediterranean,Continental",Yerawada,64
15666,Rohini,Delhi,Behrouz Biryani,500,4.2,500,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Sector 8,38
15706,Park Street Area,Kolkata,Oasis,900,4.3,20,"Indian,Chinese,Continental",Near Park Hotel,61
15794,Sion,Mumbai,Hazara Restaurant & Bar,600,4,20,Mughlai  North Indian  Chinese  Seafood,Koliwada,53
15837,Bandra Area,Mumbai,Pizzaexpress,1000,4.2,100,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages",Bandra Area,43
15846,Rohini,Delhi,Faasos,200,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian",Sector 8,46
15923,Choolaimedu,Chennai,Cafe Chef'S Paradise,450,4.2,20,"Italian,Chinese,Continental,Indian",Choolaimedu,67
15955,Sadashiv Peth,Pune,Hotel Malwani Solkadi,500,2.9,80,Maharashtrian,Off Tilak Road,44
15963,T. Nagar,Chennai,New Andhra Meals Hotel,400,4.4,500,"Andhra,South Indian",T Nagar,69
16022,New Nallakunta,Hyderabad,New Astoria Restaurant,450,3.8,100,"Chinese,Biryani",Rtc Cross Road,34
16102,Taltala,Kolkata,Kasturi Restaurant,500,4.1,100,Bengali,Near New Market,59
16107,Ballygunge,Kolkata,Kasturi Restaurant,500,4.3,500,Bengali,Near Spencers Gariahat,72
16118,Kondhwa,Pune,Cafe Zam Zam,250,4.1,1000,"Mughlai,North Indian,Chinese,Fast Food,Biryani",Kondhwa,64
16119,Anand Nagar,Pune,One Way Paratha,250,4.3,100,"North Indian,Fast Food",Opp Fire Brigade,73
16141,T. Nagar,Chennai,Moonlight Takeaway & Delivery,250,4,1000,"Indian,Chinese,Tandoor",T. Nagar,66
16275,Sangamvadi,Pune,Taste Of Hyderabad,350,3.8,100,"Biryani,Hyderabadi,North Indian,Chinese,Beverages",Dp Road,37
16281,Shivajinagar,Pune,Fountain Family Rest O Bar,500,4.4,20,"North Indian,Chinese",Off Jm Road,37
16296,Gopalapuram,Chennai,Sera - The Tapas Bar & Restaurant,1000,4.1,20,"Chinese,Continental,Spanish",Gopalapuram,60
16328,Shobhabazar,Kolkata,C/O. Bangali,700,4.2,50,"Indian,Bengali,Continental",Near 4 Point Crossing,57
16341,Tangra,Kolkata,Kim Ling,600,4.3,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,63
16344,Tangra,Kolkata,Beijing,1200,4.2,1000,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,62
16392,Richmond Town,Bangalore,Kabab Magic,400,3.3,100,"North Indian,Chinese",Hosur Road,32
16394,Banjara Hills,Hyderabad,Exotica,1000,4.5,500,"Indian,Chinese,North Indian,Punjabi,Tandoor,Kebabs,Biryani,Seafood,Oriental,Desserts,Sweets,Beverages,Combo",Nbt Nagar,65
16448,Kothrud,Pune,Mirch Masala Resto Bar,800,4.5,100,"North Indian,Chinese",Near Vandevi Mandir,63
16472,Opp Padmashree Movie Hall,Kolkata,The Silk Route,400,3.5,20,Chinese,Opp Padmashree Movie Hall,65
16489,Sarat Bose Rd,Kolkata,My Big Fat Belly,600,4.3,100,"Italian,American",Opposite Dugout,67
16493,Kalighat,Kolkata,Overdose,400,3.9,500,Chinese,Near Tea Trove-Desapriya Park,70
16498,Rajajinagar,Bangalore,Chickpet Donne Biriyani House,200,3.8,100,"Indian,Chinese",3Rd Stage,52
16506,Alwarpet,Chennai,Chap Chay - The Raintree,1200,4.4,50,"Chinese,Thai,Malaysian",Anna Salai,72
16536,Koregaon Park,Pune,Murphies,1100,3.9,20,"European,Italian,Continental,Healthy Food,Salads,Pizzas,Beverages",Opposite Menchies,62
16561,Purasaiwakkam,Chennai,Tibbs Frankie,100,3.8,100,Fast Food,Purasawalkam,34
16577,Habsiguda,Hyderabad,Blr Food Kourt,250,4.1,20,"Biryani,Chinese,North Indian",Vasanth Vihar Colony,63
16617,Purasaiwakkam,Chennai,Ganga Sweets,250,4.5,100,"North Indian,South Indian,Sweets",Purasawalkam High Road,31
16637,Bandra Area,Mumbai,Capital Social,500,4.3,100,"Indian,Chinese,South Indian,American,Kebabs,Mughlai,Biryani,Combo",Bandra Area,46
16640,Santacruz East,Mumbai,Behrouz Biryani,500,4.1,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Kalina,34
16659,Ballygunge,Kolkata,Chili'S American Grill & Bar,900,4.4,100,"American,Salads,Mexican,Italian,Steakhouse",Quest Mall,76
16696,Gariahat,Kolkata,Fresh-N-Up,450,4.4,100,Chinese,Near Golpark,66
16770,Koti,Hyderabad,Palace Heights,1700,3.8,50,"North Indian,Chinese,Biryani,Continental,Mughlai",Palace Heights Lane,44
16866,Rohini,Delhi,Pizza Hut,350,3.6,100,Pizzas,Aggarwal City Plaza (13),37
16930,Ballygunge,Kolkata,Azad Hind Dhaba-Ballygunge,400,4.3,1000,North Indian,Ballygunge,62
16974,Cit Nagar,Chennai,Karaikudi Chettinadu Restaurant,300,3.6,20,"Chettinad,Chinese,South Indian,Biryani,Tandoor",Ranganathan Street,78
17106,Bhowanipore,Kolkata,Tgi Fridays,1000,4.2,20,"American,Mexican",Forum Shoping Mall,67
17118,Ashok Nagar,Bangalore,Church Street Social,500,4.2,100,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",Church Street Road,38
17150,Annanagar East,Chennai,Southern Chinese Restaurant,400,3.9,500,Chinese,Anna Nagar East,61
17155,Chennai,Chennai,Olive And Basil,500,3.8,100,Chinese,Egmore,37
17167,Indiranagar,Bangalore,Punjabi Rasoi,800,4.1,1000,North Indian,1St Stage,54
17182,Nagole,Hyderabad,Amaravathi Family Restaurant,500,4.1,500,"Indian,Chinese,Tandoor",Nagole Road,69
17183,Kothapet,Hyderabad,Spicy Hub,500,4,1000,"North Indian,Chinese",Kothapet - R.K Puram Road,51
17196,Ghatkopar East,Mumbai,Oasiss Cakes & Icecreams,150,3.9,50,"Ice Cream,Desserts,Bakery",Vikrant Circle,42
17304,Ganganagar,Bangalore,Kfc,400,3.9,1000,"American,Fast Food,Snacks",Rt Nagar Main Road,53
17345,Huda Complex,Hyderabad,Papadams Blue,500,3.9,1000,"Biryani,Chinese,Andhra,North Indian,South Indian,Tandoor",Kothapet Cross Road,53
17346,Huda Complex,Hyderabad,Papadams Restaurant,500,3.8,1000,"Biryani,Chinese,Andhra,North Indian,South Indian,Tandoor",Kothapet Road,54
17376,Ashok Nagar,Bangalore,Glen'S Bakehouse,500,4.3,100,"Desserts,Bakery",Lavelle Road,34
17395,Sadashiv Peth,Pune,Masemari - The Fishing,1000,2.9,80,"Maharashtrian,Malwani,Mangalorean,Goan,Konkan",Tilak Road,39
17407,Indiranagar,Bangalore,Cafe Terra,299,4.3,100,Continental,Double Road First Stage,54
17456,Anna Nagar,Chennai,Sigree,700,4.4,100,"North Indian,Mughlai,Kebabs,Mediterranean,Greek,Turkish,Lebanese",Anna Nagar East,67
17466,Ramesh Nagar,Delhi,Nando'S,450,4.1,500,"Fast Food,Portuguese,African,Grill,Salads",North West Avenue Road,69
17499,Santacruz East,Mumbai,Faasos,200,4.2,100,"Combo,Snacks,Beverages,Desserts,Indian",Kalina,35
17595,Tangra,Kolkata,Khichdi Khichri,350,4.3,100,Indian,Near Bypass Dhaba,63
17602,Taltala,Kolkata,Don Giovanni'S,1300,4.2,100,"North Indian,Chinese,Italian,Pizzas,Thai",Opp Mocambo,62
17629,New Tippasandra,Bangalore,Chakum Chukum,400,4.3,1000,Chinese,Michael Palaya,56
17632,New Tippasandra,Bangalore,Waffle Magic,200,4.2,100,"Beverages,Desserts,Continental",2Nd Stage,57
17702,Santacruz East,Mumbai,Dumpling Khang,250,3.7,100,"Chinese,Tibetan,Street Food,Fast Food,Beverages",Vakola,42
17895,Tiljala,Kolkata,Red Bamboo Shoot Restaurant,500,4.1,100,"Chinese,Thai",Near Sd Academy,63
17901,Near City Centre 1 Petrol Pump,Kolkata,De Sovrani,800,2.9,80,"Indian,Chinese,Continental",Near City Centre 1 Petrol Pump,64
17906,West Mambalam,Chennai,Chop 'N' Stix,500,4.3,100,Chinese,Ashok Nagar,77
17907,Egmore,Chennai,Abid'S,700,4.5,100,"Arabian,Biryani,Chinese,Grill,Hyderabadi,Indian,North Indian,Tandoor",Spurtank Road,35
18007,Kachiguda,Hyderabad,Cafe Coffee Day,300,4.5,20,"Beverages,Snacks,Desserts",Kachiguda Railway Station,36
18012,Basheer Bagh,Hyderabad,Cafe Coffee Day,300,4.1,100,Beverages  Snacks  Desserts,Sri Siva Rama Towers,40
18049,Delhi,Delhi,Giri Momos Centre & Chinese Fast Food,300,3.9,100,Chinese,Rajasthali Market,46
18085,Narhe,Pune,Masala Mantra,500,4.3,20,"Maharashtrian,North Indian",Avinash Regency,73
18086,Kondhwa,Pune,Pizzarella,800,4,50,"Italian,Pizzas",Near Cloud 9 Kondhwa,78
18087,Kothrud,Pune,Golden Dragon,400,4.1,500,Chinese,Near Karve Putala,59
18090,Shivajinagar,Pune,Bamboo House,1000,4,50,"Mughlai,North Indian,Continental",Behind Modern Cafe,39
18107,Bentinck St.,Kolkata,Bhojohori Manna,900,4.1,100,Bengali,Beside K.C. Das,42
18114,Shyambazar Crossing,Kolkata,Anir'S,500,4.2,500,"Indian,Chinese,Tandoor,Biryani,Fast Food,North Indian,Snacks",Shyambazar Crossing,55
18182,Saki Naka,Mumbai,Hotel Dashmesh Punjab,500,2.9,80,North Indian  Chinese  Seafood,Ghatkopar West,38
18333,T. Nagar,Chennai,Chocolate Fantasy,200,4.1,20,"Bakery,Desserts,American,Italian,Beverages",Thirumalai Pillai Road,64
18359,Near Gurudas Park,Kolkata,Apu'S Kitchen Phool Bagan,300,4.2,1000,"Indian,Chinese",Near Gurudas Park,49
